,question,location,corpus_id
606,What refers to Article 47?,"{'text': 'binding corporate rules in accordance with Article 47', 'start_chunk': '(b) binding corporate rules in accordance with Article 47', 'end_chunk': 'Article 47'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 46- Transfers subject to appropriate safeguards.txt
607,Which instrument must be legally binding and enforceable between public authorities or bodies?,"{'text': 'a legally binding and enforceable instrument between public authorities or bodies', 'start_chunk': '(a) a legally binding and enforceable instrument between public authorities or bodies', 'end_chunk': 'authorities or bodies'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 46- Transfers subject to appropriate safeguards.txt
608,What must be approved by the Commission pursuant to the examination procedure referred to in Article 93(2)?,"{'text': 'standard data protection clauses adopted by a supervisory authority and approved by the Commission pursuant to the examination procedure referred to in Article 93(2)', 'start_chunk': '(d) standard data protection clauses adopted by a supervisory authority and approved by the Commission pursuant to the examination procedure referred to in Article 93(2)', 'end_chunk': 'Article 93(2)'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 46- Transfers subject to appropriate safeguards.txt
609,Which article is referred to for the examination procedure?,"{'text': 'the examination procedure referred to in Article 93(2);', 'start_chunk': 74, 'end_chunk': 106}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 46- Transfers subject to appropriate safeguards.txt
610,Under which article is an approved code of conduct established?,"{'text': 'an approved code of conduct pursuant to Article 40', 'start_chunk': 125, 'end_chunk': 169}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 46- Transfers subject to appropriate safeguards.txt
611,What must the controller or processor in the third country apply as per Article 40?,"{'text': ""binding and enforceable commitments of the controller or processor in the third country to apply the appropriate safeguards, including as regards data subjects' rights;"", 'start_chunk': 57, 'end_chunk': 271}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 46- Transfers subject to appropriate safeguards.txt
612,Which article relates to the certification mechanism?,"{'text': 'an approved certification mechanism pursuant to Article 42', 'start_chunk': 368, 'end_chunk': 416}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 46- Transfers subject to appropriate safeguards.txt
613,When is the hearing scheduled?,"{'start_chunk': 'The court has scheduled a hearing on March 1, 2023 to review the evidence.', 'end_chunk': 'The court has scheduled a hearing on March 1, 2023 to review the evidence.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 46- Transfers subject to appropriate safeguards.txt
614,Who will review the evidence?,"{'start_chunk': 'The court has scheduled a hearing on March 1, 2023 to review the evidence.', 'end_chunk': 'The court has scheduled a hearing on March 1, 2023 to review the evidence.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 46- Transfers subject to appropriate safeguards.txt
615,When will the evidence be reviewed?,"{'start_chunk': 'The court has scheduled a hearing on March 1, 2023 to review the evidence.', 'end_chunk': 'The court has scheduled a hearing on March 1, 2023 to review the evidence.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 46- Transfers subject to appropriate safeguards.txt
616,"What is the purpose of the hearing on March 1, 2023?","{'start_chunk': 'The court has scheduled a hearing on March 1, 2023 to review the evidence.', 'end_chunk': 'The court has scheduled a hearing on March 1, 2023 to review the evidence.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 46- Transfers subject to appropriate safeguards.txt
617,What type of clauses can be used to provide appropriate safeguards?,"{'text': 'contractual clauses between the controller or processor and the controller, processor or the recipient of the personal data in the third country or international organisation', 'start_chunk': 153, 'end_chunk': 287}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 46- Transfers subject to appropriate safeguards.txt
618,What mechanism shall the supervisory authority apply?,"{'text': 'The supervisory authority shall apply the consistency mechanism referred to in Article 63', 'start_chunk': 591, 'end_chunk': 653}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 46- Transfers subject to appropriate safeguards.txt
619,What must be included in administrative arrangements between public authorities to provide appropriate safeguards?,"{'text': 'provisions to be inserted into administrative arrangements between public authorities or bodies which include enforceable and effective data subject rights', 'start_chunk': 370, 'end_chunk': 507}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 46- Transfers subject to appropriate safeguards.txt
620,Who must authorize the appropriate safeguards referred to in paragraph 1?,"{'text': 'Subject to the authorisation from the competent supervisory authority', 'start_chunk': 0, 'end_chunk': 54}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 46- Transfers subject to appropriate safeguards.txt
621,What article contains the consistency mechanism referenced by the supervisory authority?,"{'reference_text': 'the consistency mechanism referred to in Article 63', 'start_chunk': 46, 'end_chunk': 86}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 46- Transfers subject to appropriate safeguards.txt
622,What shall supervisory authority decisions remain in force until?,"{'reference_text': 'shall remain valid until amended, replaced or repealed, if necessary, by that supervisory authority.', 'start_chunk': 166, 'end_chunk': 269}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 46- Transfers subject to appropriate safeguards.txt
623,Until what action shall Commission decisions remain in force?,"{'reference_text': 'shall remain in force until amended, replaced or repealed, if necessary, by a Commission Decision adopted in accordance with paragraph 2 of this Article.', 'start_chunk': 313, 'end_chunk': 461}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 46- Transfers subject to appropriate safeguards.txt
624,Under which paragraph of Directive 95/46/EC can supervisory authority authorisations be found?,"{'reference_text': 'on the basis of Article 26(2) of Directive 95/46/EC', 'start_chunk': 119, 'end_chunk': 166}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 46- Transfers subject to appropriate safeguards.txt
